accession_number,filing_date,report_date,form,primary_document,description,filing_url
0001326380-18-000071,2018-06-06,2018-06-04,4,xslF345X03/wf-form4_152831917074857.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638018000071/xslF345X03/wf-form4_152831917074857.xml
0001326380-18-000069,2018-06-06,2018-06-04,4,xslF345X03/wf-form4_152831896858534.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638018000069/xslF345X03/wf-form4_152831896858534.xml
0000000000-18-018025,2018-06-12,,UPLOAD,filename1.pdf,,https://www.sec.gov/Archives/edgar/data/1326380/000000000018018025/filename1.pdf
0001326380-18-000075,2018-06-12,2018-05-05,10-Q,a10q-fy18q1.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000132638018000075/a10q-fy18q1.htm
0001326380-18-000077,2018-06-25,,CORRESP,filename1.htm,,https://www.sec.gov/Archives/edgar/data/1326380/000132638018000077/filename1.htm
0001326380-18-000089,2018-06-28,2018-06-26,4,xslF345X03/wf-form4_153021889703143.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638018000089/xslF345X03/wf-form4_153021889703143.xml
0001326380-18-000088,2018-06-28,2018-06-26,4,xslF345X03/wf-form4_153021867294938.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638018000088/xslF345X03/wf-form4_153021867294938.xml
0001326380-18-000087,2018-06-28,2018-06-26,4,xslF345X03/wf-form4_153021831787655.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638018000087/xslF345X03/wf-form4_153021831787655.xml
0001326380-18-000086,2018-06-28,2018-06-26,4,xslF345X03/wf-form4_153021790405791.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638018000086/xslF345X03/wf-form4_153021790405791.xml
0001326380-18-000085,2018-06-28,2018-06-26,4,xslF345X03/wf-form4_153021725878919.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638018000085/xslF345X03/wf-form4_153021725878919.xml
0001326380-18-000084,2018-06-28,2018-06-26,4,xslF345X03/wf-form4_153021700071100.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638018000084/xslF345X03/wf-form4_153021700071100.xml
0001326380-18-000091,2018-06-29,2018-06-29,8-K,a2018annualmtgvotingresults.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638018000091/a2018annualmtgvotingresults.htm
0000215457-18-005796,2018-07-10,,SC 13G/A,us36467w1099_070518.txt,,https://www.sec.gov/Archives/edgar/data/1326380/000021545718005796/us36467w1099_070518.txt
0000000000-18-022398,2018-07-23,,UPLOAD,filename1.pdf,,https://www.sec.gov/Archives/edgar/data/1326380/000000000018022398/filename1.pdf
0001326380-18-000093,2018-08-03,,CORRESP,filename1.htm,,https://www.sec.gov/Archives/edgar/data/1326380/000132638018000093/filename1.htm
0000000000-18-024391,2018-08-07,,UPLOAD,filename1.pdf,,https://www.sec.gov/Archives/edgar/data/1326380/000000000018024391/filename1.pdf
0001326380-18-000097,2018-08-16,2018-08-13,3,xslF345X02/wf-form3_153445055462869.xml,FORM 3,https://www.sec.gov/Archives/edgar/data/1326380/000132638018000097/xslF345X02/wf-form3_153445055462869.xml
0001326380-18-000096,2018-08-16,2018-08-13,8-K,form8-k_cteffnerapptmnt.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638018000096/form8-k_cteffnerapptmnt.htm
0001326380-18-000099,2018-08-20,2018-08-16,4,xslF345X03/wf-form4_153480710318723.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638018000099/xslF345X03/wf-form4_153480710318723.xml
0001326380-18-000105,2018-08-27,2018-08-23,4,xslF345X03/wf-form4_153540120676038.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638018000105/xslF345X03/wf-form4_153540120676038.xml
0001326380-18-000103,2018-08-27,2018-08-23,4,xslF345X03/wf-form4_153540101226453.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638018000103/xslF345X03/wf-form4_153540101226453.xml
0001326380-18-000101,2018-08-27,2018-08-23,4,xslF345X03/wf-form4_153540085452096.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638018000101/xslF345X03/wf-form4_153540085452096.xml
0001326380-18-000109,2018-09-06,2018-09-06,8-K,form8-kxq2fy18earnings.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638018000109/form8-kxq2fy18earnings.htm
0001326380-18-000113,2018-09-11,2018-08-04,10-Q,a10q-fy18q2.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000132638018000113/a10q-fy18q2.htm
0001326380-18-000116,2018-11-21,2018-11-21,8-K,form8-knov2018.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638018000116/form8-knov2018.htm
0001326380-18-000120,2018-11-29,2018-11-29,8-K,form8-kxq3fy18earnings.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638018000120/form8-kxq3fy18earnings.htm
0000932471-18-007713,2018-12-10,,SC 13G/A,gamestopcorp.htm,,https://www.sec.gov/Archives/edgar/data/1326380/000093247118007713/gamestopcorp.htm
0001326380-18-000122,2018-12-11,2018-11-03,10-Q,a10q-fy18q3.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000132638018000122/a10q-fy18q3.htm
0001326380-18-000124,2018-12-12,2018-12-12,8-K,form8-kthirdamendmenttorev.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638018000124/form8-kthirdamendmenttorev.htm
0001326380-19-000002,2019-01-18,2019-01-18,8-K,form8-kxholidaysales2018.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000002/form8-kxholidaysales2018.htm
0001326380-19-000007,2019-01-23,2019-01-16,8-K,form8-kdispositionofspring.htm,FORM 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000007/form8-kdispositionofspring.htm
0000215457-19-001560,2019-01-28,,SC 13G/A,us36467w1099_012819.txt,,https://www.sec.gov/Archives/edgar/data/1326380/000021545719001560/us36467w1099_012819.txt
0001326380-19-000011,2019-01-29,2019-01-29,8-K,form8-k01292019.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000011/form8-k01292019.htm
0001258897-19-001551,2019-02-08,,SC 13G/A,dfs722.htm,SCHEDULE 13G/A,https://www.sec.gov/Archives/edgar/data/1326380/000125889719001551/dfs722.htm
0000932471-19-004669,2019-02-11,,SC 13G/A,gamestopcorp.htm,,https://www.sec.gov/Archives/edgar/data/1326380/000093247119004669/gamestopcorp.htm
0000315066-19-001099,2019-02-13,,SC 13G/A,filing.txt,,https://www.sec.gov/Archives/edgar/data/1326380/000031506619001099/filing.txt
0001326380-19-000020,2019-02-27,2019-02-25,4,xslF345X03/wf-form4_155130973116608.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000020/xslF345X03/wf-form4_155130973116608.xml
0001326380-19-000017,2019-02-27,2019-02-25,4,xslF345X03/wf-form4_155130233696140.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000017/xslF345X03/wf-form4_155130233696140.xml
0001326380-19-000015,2019-02-27,2019-02-25,4,xslF345X03/wf-form4_155130218833878.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000015/xslF345X03/wf-form4_155130218833878.xml
0001326380-19-000022,2019-02-28,2019-02-26,4,xslF345X03/wf-form4_155138900034006.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000022/xslF345X03/wf-form4_155138900034006.xml
0001326380-19-000024,2019-03-04,2019-03-04,8-K,form8-kdividendcapitalallo.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000024/form8-kdividendcapitalallo.htm
0001326380-19-000028,2019-03-06,2019-03-04,4,xslF345X03/wf-form4_155190745519198.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000028/xslF345X03/wf-form4_155190745519198.xml
0001326380-19-000026,2019-03-06,2019-03-06,8-K,form8-kx2019noteredemption.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000026/form8-kx2019noteredemption.htm
0000921895-19-000738,2019-03-14,,DFAN14A,dfan14a12166002_03142019.htm,,https://www.sec.gov/Archives/edgar/data/1326380/000092189519000738/dfan14a12166002_03142019.htm
0001326380-19-000030,2019-03-21,2019-03-20,8-K,form8-kceoappointmentmarch.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000030/form8-kceoappointmentmarch.htm
0000921895-19-000922,2019-03-28,,DFAN14A,dfan14a12166002_03282019.htm,,https://www.sec.gov/Archives/edgar/data/1326380/000092189519000922/dfan14a12166002_03282019.htm
0001326380-19-000038,2019-03-28,2019-03-26,4,xslF345X03/wf-form4_155380683832605.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000038/xslF345X03/wf-form4_155380683832605.xml
0001326380-19-000036,2019-03-28,2019-03-26,4,xslF345X03/wf-form4_155380663476091.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000036/xslF345X03/wf-form4_155380663476091.xml
0001326380-19-000034,2019-03-28,2019-03-26,4,xslF345X03/wf-form4_155380608223572.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000034/xslF345X03/wf-form4_155380608223572.xml
0001326380-19-000032,2019-03-28,2019-03-26,4,xslF345X03/wf-form4_155380588069221.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000032/xslF345X03/wf-form4_155380588069221.xml
0001326380-19-000041,2019-03-29,2019-03-29,8-K,form8-kmarch292019.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000041/form8-kmarch292019.htm
0001326380-19-000043,2019-04-01,2019-03-29,8-K,form8-k4119.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000043/form8-k4119.htm
0001326380-19-000052,2019-04-02,2019-02-02,10-K,a10k-fy18q4.htm,"10-K FOR THE FISCAL YEAR ENDED FEBRUARY 2, 2019",https://www.sec.gov/Archives/edgar/data/1326380/000132638019000052/a10k-fy18q4.htm
0001326380-19-000051,2019-04-02,2019-04-02,8-K,form8-kq4fy18earnings.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000051/form8-kq4fy18earnings.htm
0001326380-19-000055,2019-04-05,2019-04-04,8-K,form8-k2019srnotesredeemed.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000055/form8-k2019srnotesredeemed.htm
0001193125-19-106755,2019-04-15,,S-8,d725685ds8.htm,FORM S-8,https://www.sec.gov/Archives/edgar/data/1326380/000119312519106755/d725685ds8.htm
0001326380-19-000058,2019-04-16,2019-04-15,3,xslF345X02/wf-form3_155544706956863.xml,FORM 3,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000058/xslF345X02/wf-form3_155544706956863.xml
0001326380-19-000062,2019-04-17,2019-04-15,4,xslF345X03/wf-form4_155554107441965.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000062/xslF345X03/wf-form4_155554107441965.xml
0001326380-19-000061,2019-04-17,2019-04-16,3/A,xslF345X02/wf-form3a_155554083980351.xml,FORM 3/A,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000061/xslF345X02/wf-form3a_155554083980351.xml
0001326380-19-000065,2019-04-24,2019-04-24,8-K,form8-kappointmentofrferna.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000065/form8-kappointmentofrferna.htm
0001326380-19-000071,2019-04-30,2019-04-22,3,xslF345X02/wf-form3_155665550942879.xml,FORM 3,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000071/xslF345X02/wf-form3_155665550942879.xml
0001326380-19-000069,2019-04-30,2019-04-22,3,xslF345X02/wf-form3_155665532022947.xml,FORM 3,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000069/xslF345X02/wf-form3_155665532022947.xml
0001326380-19-000073,2019-05-02,2019-04-30,4,xslF345X03/wf-form4_155682859111784.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000073/xslF345X03/wf-form4_155682859111784.xml
0001326380-19-000076,2019-05-10,2019-05-08,8-K,form8-kkaufmanamendment.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000076/form8-kkaufmanamendment.htm
0001326380-19-000084,2019-05-13,2019-05-09,4,xslF345X03/wf-form4_155778296999260.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000084/xslF345X03/wf-form4_155778296999260.xml
0001326380-19-000082,2019-05-13,2019-05-09,4,xslF345X03/wf-form4_155778282716415.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000082/xslF345X03/wf-form4_155778282716415.xml
0001326380-19-000080,2019-05-13,2019-05-09,4,xslF345X03/wf-form4_155778272062482.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000080/xslF345X03/wf-form4_155778272062482.xml
0001326380-19-000078,2019-05-13,2019-05-09,4,xslF345X03/wf-form4_155778195243275.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000078/xslF345X03/wf-form4_155778195243275.xml
0001326380-19-000088,2019-05-14,,DEFA14A,a2019defa14a.htm,DEFA14A,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000088/a2019defa14a.htm
0001326380-19-000087,2019-05-14,2019-06-25,DEF 14A,a2019defproxystatement.htm,DEF 14A,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000087/a2019defproxystatement.htm
0001326380-19-000091,2019-05-30,2019-05-30,8-K,form8-kmay302019.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000091/form8-kmay302019.htm
0001326380-19-000093,2019-05-31,,SD,formsd2018reportfiledin2019.htm,CONFLICT MINERALS DISCLOSURE AND REPORT,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000093/formsd2018reportfiledin2019.htm
0001326380-19-000096,2019-06-04,2019-06-04,8-K,form8-kxq1fy19earnings.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000096/form8-kxq1fy19earnings.htm
0001326380-19-000098,2019-06-05,2019-05-31,4,xslF345X03/wf-form4_155977124909901.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000098/xslF345X03/wf-form4_155977124909901.xml
0001193125-19-168718,2019-06-10,2019-06-10,8-K,d762902d8k.htm,FORM 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000119312519168718/d762902d8k.htm
0001193125-19-168720,2019-06-10,,SC TO-C,d762902d8k.htm,FORM 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000119312519168720/d762902d8k.htm
0001326380-19-000106,2019-06-11,2019-06-03,3,xslF345X02/wf-form3_156028845003791.xml,FORM 3,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000106/xslF345X02/wf-form3_156028845003791.xml
0001326380-19-000104,2019-06-11,2019-06-03,3,xslF345X02/wf-form3_156028829489793.xml,FORM 3,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000104/xslF345X02/wf-form3_156028829489793.xml
0001193125-19-170214,2019-06-11,,SC TO-I,d762862dsctoi.htm,SC TO-I,https://www.sec.gov/Archives/edgar/data/1326380/000119312519170214/d762862dsctoi.htm
0001326380-19-000102,2019-06-11,2019-05-04,10-Q,a10q-fy19q1.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000102/a10q-fy19q1.htm
0001326380-19-000110,2019-06-12,2019-05-04,10-Q/A,a10q-fy19q1amendmentfiling.htm,10-Q/A,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000110/a10q-fy19q1amendmentfiling.htm
0001326380-19-000111,2019-06-14,2019-06-14,4,xslF345X03/wf-form4_156054326188407.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000111/xslF345X03/wf-form4_156054326188407.xml
0001193125-19-173102,2019-06-14,,SC TO-I/A,d764929dsctoia.htm,SC TO-I/A,https://www.sec.gov/Archives/edgar/data/1326380/000119312519173102/d764929dsctoia.htm
0001326380-19-000113,2019-06-19,2019-06-10,3,xslF345X02/wf-form3_156097941560420.xml,FORM 3,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000113/xslF345X02/wf-form3_156097941560420.xml
0001193125-19-181191,2019-06-25,,S-8,d744044ds8.htm,FORM S-8,https://www.sec.gov/Archives/edgar/data/1326380/000119312519181191/d744044ds8.htm
0001326380-19-000135,2019-06-27,2019-06-25,4,xslF345X03/wf-form4_156166653566249.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000135/xslF345X03/wf-form4_156166653566249.xml
0001326380-19-000134,2019-06-27,2019-06-25,4,xslF345X03/wf-form4_156166645226678.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000134/xslF345X03/wf-form4_156166645226678.xml
0001326380-19-000133,2019-06-27,2019-06-25,4,xslF345X03/wf-form4_156166639220866.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000133/xslF345X03/wf-form4_156166639220866.xml
0001326380-19-000132,2019-06-27,2019-06-25,4,xslF345X03/wf-form4_156166632060447.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000132/xslF345X03/wf-form4_156166632060447.xml
0001326380-19-000131,2019-06-27,2019-06-25,4,xslF345X03/wf-form4_156166623384076.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000131/xslF345X03/wf-form4_156166623384076.xml
0001326380-19-000130,2019-06-27,2019-06-25,4,xslF345X03/wf-form4_156166609372558.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000130/xslF345X03/wf-form4_156166609372558.xml
0001326380-19-000129,2019-06-27,2019-06-25,4,xslF345X03/wf-form4_156166595385738.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000129/xslF345X03/wf-form4_156166595385738.xml
0001326380-19-000128,2019-06-27,2019-06-25,8-K,form8-k2019votingresults.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000128/form8-k2019votingresults.htm
0001326380-19-000127,2019-06-27,2019-06-25,4,xslF345X03/wf-form4_156166589202484.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000127/xslF345X03/wf-form4_156166589202484.xml
0001326380-19-000126,2019-06-27,2019-06-25,4,xslF345X03/wf-form4_156166583816512.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000126/xslF345X03/wf-form4_156166583816512.xml
0001193125-19-187392,2019-07-01,,SC TO-I/A,d742546dsctoia.htm,SC TO-I/A,https://www.sec.gov/Archives/edgar/data/1326380/000119312519187392/d742546dsctoia.htm
0001326380-19-000139,2019-07-01,2019-07-01,4,xslF345X03/wf-form4_156201210034485.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000139/xslF345X03/wf-form4_156201210034485.xml
0001193125-19-187373,2019-07-01,,S-8,d680077ds8.htm,FORM S-8,https://www.sec.gov/Archives/edgar/data/1326380/000119312519187373/d680077ds8.htm
0001326380-19-000138,2019-07-01,2019-07-01,4,xslF345X03/wf-form4_156201201224103.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000138/xslF345X03/wf-form4_156201201224103.xml
0001193125-19-192179,2019-07-11,,SC TO-I/A,d742546dsctoia.htm,SC TO-I/A,https://www.sec.gov/Archives/edgar/data/1326380/000119312519192179/d742546dsctoia.htm
0001193125-19-194113,2019-07-15,2019-07-15,8-K,d697500d8k.htm,FORM 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000119312519194113/d697500d8k.htm
0001193125-19-194097,2019-07-15,,SC TO-I/A,d742546dsctoia.htm,SC TO-I/A,https://www.sec.gov/Archives/edgar/data/1326380/000119312519194097/d742546dsctoia.htm
0001326380-19-000142,2019-09-10,2019-09-10,8-K,form8-kxq2fy19earnings.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000142/form8-kxq2fy19earnings.htm
0001326380-19-000145,2019-09-11,2019-08-03,10-Q,a10q-fy19q2.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000145/a10q-fy19q2.htm
0001326380-19-000147,2019-09-20,2019-09-18,4,xslF345X03/wf-form4_156898483806875.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000147/xslF345X03/wf-form4_156898483806875.xml
0001326380-19-000149,2019-09-23,2019-09-20,4,xslF345X03/wf-form4_156926899863242.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000149/xslF345X03/wf-form4_156926899863242.xml
0001326380-19-000155,2019-09-24,2019-09-24,4,xslF345X03/wf-form4_156935851905425.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000155/xslF345X03/wf-form4_156935851905425.xml
0001326380-19-000154,2019-09-24,2019-09-24,4,xslF345X03/wf-form4_156935846961296.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000154/xslF345X03/wf-form4_156935846961296.xml
